Date,Year,Quarter,UK Region,LAD Code,Local Authority,Resettlement Scheme,Persons
2019-01-01,2019,1,East Midlands,E07000035,Derbyshire Dales,Vulnerable Persons Resettlement Scheme,4
2019-01-01,2019,1,East Midlands,E06000016,Leicester,Vulnerable Persons Resettlement Scheme,20
2019-01-01,2019,1,East Midlands,E07000138,Lincoln,Vulnerable Persons Resettlement Scheme,9
2019-01-01,2019,1,East Midlands,E07000133,Melton,Vulnerable Persons Resettlement Scheme,5
2019-01-01,2019,1,East Midlands,E07000175,Newark and Sherwood,Vulnerable Persons Resettlement Scheme,10
2019-01-01,2019,1,East Midlands,E07000038,North East Derbyshire,Vulnerable Children Resettlement Scheme,1
2019-01-01,2019,1,East Midlands,E07000139,North Kesteven,Vulnerable Persons Resettlement Scheme,5
2019-01-01,2019,1,East Midlands,E07000134,North West Leicestershire,Vulnerable Persons Resettlement Scheme,6
2019-01-01,2019,1,East Midlands,E06000018,Nottingham,Vulnerable Persons Resettlement Scheme,10
2019-01-01,2019,1,East Midlands,E07000176,Rushcliffe,Vulnerable Children Resettlement Scheme,2
2019-01-01,2019,1,East Midlands,E07000176,Rushcliffe,Vulnerable Persons Resettlement Scheme,2
2019-01-01,2019,1,East Midlands,E06000017,Rutland,Vulnerable Children Resettlement Scheme,1
2019-01-01,2019,1,East Midlands,E07000141,South Kesteven,Vulnerable Persons Resettlement Scheme,5
2019-01-01,2019,1,East of England,E06000055,Bedford,Vulnerable Persons Resettlement Scheme,5
2019-01-01,2019,1,East of England,E07000096,Dacorum,Vulnerable Persons Resettlement Scheme,6
2019-01-01,2019,1,East of England,E07000011,Huntingdonshire,Vulnerable Persons Resettlement Scheme,5
2019-01-01,2019,1,East of England,E07000148,Norwich,Vulnerable Persons Resettlement Scheme,11
2019-01-01,2019,1,East of England,E07000243,Stevenage,Vulnerable Persons Resettlement Scheme,6
2019-01-01,2019,1,East of England,E07000205,Suffolk Coastal,Vulnerable Children Resettlement Scheme,5
2019-01-01,2019,1,London,E09000002,Barking and Dagenham,Vulnerable Persons Resettlement Scheme,5
2019-01-01,2019,1,London,E09000007,Camden,Vulnerable Children Resettlement Scheme,2
2019-01-01,2019,1,London,E09000009,Ealing,Vulnerable Persons Resettlement Scheme,1
2019-01-01,2019,1,London,E09000011,Greenwich,Vulnerable Persons Resettlement Scheme,12
2019-01-01,2019,1,London,E09000018,Hounslow,Vulnerable Persons Resettlement Scheme,4
2019-01-01,2019,1,London,E09000021,Kingston upon Thames,Vulnerable Persons Resettlement Scheme,1
2019-01-01,2019,1,London,E09000022,Lambeth,Vulnerable Persons Resettlement Scheme,6
2019-01-01,2019,1,London,E09000027,Richmond upon Thames,Vulnerable Persons Resettlement Scheme,5
2019-01-01,2019,1,London,E09000028,Southwark,Vulnerable Persons Resettlement Scheme,14
2019-01-01,2019,1,London,E09000031,Waltham Forest,Vulnerable Persons Resettlement Scheme,4
2019-01-01,2019,1,London,E09000032,Wandsworth,Vulnerable Persons Resettlement Scheme,2
2019-01-01,2019,1,North East,E08000037,Gateshead,Vulnerable Persons Resettlement Scheme,7
2019-01-01,2019,1,North East,E08000021,Newcastle upon Tyne,Vulnerable Children Resettlement Scheme,8
2019-01-01,2019,1,North East,E08000021,Newcastle upon Tyne,Vulnerable Persons Resettlement Scheme,15
2019-01-01,2019,1,North East,E06000003,Redcar and Cleveland,Vulnerable Persons Resettlement Scheme,12
2019-01-01,2019,1,North West,E07000027,Barrow-in-Furness,Vulnerable Persons Resettlement Scheme,4
2019-01-01,2019,1,North West,E07000117,Burnley,Vulnerable Persons Resettlement Scheme,4
2019-01-01,2019,1,North West,E07000028,Carlisle,Vulnerable Children Resettlement Scheme,5
2019-01-01,2019,1,North West,E07000028,Carlisle,Vulnerable Persons Resettlement Scheme,6
2019-01-01,2019,1,North West,E07000029,Copeland,Vulnerable Persons Resettlement Scheme,5
2019-01-01,2019,1,North West,E07000030,Eden,Vulnerable Persons Resettlement Scheme,5
2019-01-01,2019,1,North West,E07000120,Hyndburn,Vulnerable Persons Resettlement Scheme,5
2019-01-01,2019,1,North West,E08000012,Liverpool,Vulnerable Persons Resettlement Scheme,8
2019-01-01,2019,1,North West,E07000125,Rossendale,Vulnerable Persons Resettlement Scheme,4
2019-01-01,2019,1,North West,E08000014,Sefton,Vulnerable Persons Resettlement Scheme,18
2019-01-01,2019,1,North West,E07000031,South Lakeland,Vulnerable Persons Resettlement Scheme,7
2019-01-01,2019,1,North West,E08000013,St. Helens,Vulnerable Persons Resettlement Scheme,18
2019-01-01,2019,1,North West,E08000007,Stockport,Vulnerable Persons Resettlement Scheme,5
2019-01-01,2019,1,North West,E08000009,Trafford,Vulnerable Persons Resettlement Scheme,10
2019-01-01,2019,1,North West,E06000007,Warrington,Vulnerable Persons Resettlement Scheme,7
2019-01-01,2019,1,Northern Ireland,N09000001,Antrim and Newtownabbey,Vulnerable Persons Resettlement Scheme,21
2019-01-01,2019,1,Northern Ireland,N09000002,"Armagh City, Banbridge and Craigavon",Vulnerable Persons Resettlement Scheme,11
2019-01-01,2019,1,Northern Ireland,N09000006,Fermanagh and Omagh,Vulnerable Persons Resettlement Scheme,20
2019-01-01,2019,1,Northern Ireland,N09000007,Lisburn and Castlereagh,Vulnerable Persons Resettlement Scheme,5
2019-01-01,2019,1,Northern Ireland,N09000009,Mid Ulster,Vulnerable Persons Resettlement Scheme,13
2019-01-01,2019,1,Northern Ireland,N09000010,"Newry, Mourne and Down",Vulnerable Persons Resettlement Scheme,4
2019-01-01,2019,1,Scotland,S12000034,Aberdeenshire,Vulnerable Persons Resettlement Scheme,20
2019-01-01,2019,1,Scotland,S12000036,City of Edinburgh,Vulnerable Persons Resettlement Scheme,25
2019-01-01,2019,1,Scotland,S12000005,Clackmannanshire,Vulnerable Persons Resettlement Scheme,6
2019-01-01,2019,1,Scotland,S12000006,Dumfries and Galloway,Vulnerable Persons Resettlement Scheme,8
2019-01-01,2019,1,Scotland,S12000042,Dundee City,Vulnerable Persons Resettlement Scheme,12
2019-01-01,2019,1,Scotland,S12000008,East Ayrshire,Vulnerable Persons Resettlement Scheme,6
2019-01-01,2019,1,Scotland,S12000010,East Lothian,Vulnerable Persons Resettlement Scheme,4
2019-01-01,2019,1,Scotland,S12000047,Fife,Vulnerable Persons Resettlement Scheme,13
2019-01-01,2019,1,Scotland,S12000049,Glasgow City,Vulnerable Persons Resettlement Scheme,31
2019-01-01,2019,1,Scotland,S12000017,Highland,Vulnerable Persons Resettlement Scheme,4
2019-01-01,2019,1,Scotland,S12000018,Inverclyde,Vulnerable Children Resettlement Scheme,11
2019-01-01,2019,1,Scotland,S12000018,Inverclyde,Vulnerable Persons Resettlement Scheme,16
2019-01-01,2019,1,Scotland,S12000021,North Ayrshire,Vulnerable Persons Resettlement Scheme,19
2019-01-01,2019,1,Scotland,S12000050,North Lanarkshire,Vulnerable Persons Resettlement Scheme,4
2019-01-01,2019,1,Scotland,S12000023,Orkney Islands,Vulnerable Persons Resettlement Scheme,10
2019-01-01,2019,1,Scotland,S12000048,Perth and Kinross,Vulnerable Children Resettlement Scheme,2
2019-01-01,2019,1,Scotland,S12000028,South Ayrshire,Vulnerable Persons Resettlement Scheme,4
2019-01-01,2019,1,Scotland,S12000029,South Lanarkshire,Vulnerable Persons Resettlement Scheme,6
2019-01-01,2019,1,South East,E07000105,Ashford,Vulnerable Persons Resettlement Scheme,14
2019-01-01,2019,1,South East,E06000043,Brighton and Hove,Vulnerable Children Resettlement Scheme,1
2019-01-01,2019,1,South East,E07000177,Cherwell,Vulnerable Persons Resettlement Scheme,5
2019-01-01,2019,1,South East,E07000226,Crawley,Vulnerable Persons Resettlement Scheme,8
2019-01-01,2019,1,South East,E07000061,Eastbourne,Vulnerable Children Resettlement Scheme,7
2019-01-01,2019,1,South East,E07000061,Eastbourne,Vulnerable Persons Resettlement Scheme,6
2019-01-01,2019,1,South East,E07000112,Folkestone and Hythe,Vulnerable Persons Resettlement Scheme,4
2019-01-01,2019,1,South East,E07000062,Hastings,Vulnerable Children Resettlement Scheme,3
2019-01-01,2019,1,South East,E07000062,Hastings,Vulnerable Persons Resettlement Scheme,11
2019-01-01,2019,1,South East,E07000090,Havant,Vulnerable Persons Resettlement Scheme,3
2019-01-01,2019,1,South East,E07000178,Oxford,Vulnerable Children Resettlement Scheme,2
2019-01-01,2019,1,South East,E06000038,Reading,Vulnerable Persons Resettlement Scheme,4
2019-01-01,2019,1,South East,E07000064,Rother,Vulnerable Persons Resettlement Scheme,6
2019-01-01,2019,1,South East,E07000212,Runnymede,Vulnerable Persons Resettlement Scheme,5
2019-01-01,2019,1,South East,E06000045,Southampton,Vulnerable Persons Resettlement Scheme,4
2019-01-01,2019,1,South East,E07000214,Surrey Heath,Vulnerable Persons Resettlement Scheme,4
2019-01-01,2019,1,South East,E07000215,Tandridge,Vulnerable Persons Resettlement Scheme,4
2019-01-01,2019,1,South East,E07000093,Test Valley,Vulnerable Persons Resettlement Scheme,4
2019-01-01,2019,1,South East,E07000114,Thanet,Vulnerable Persons Resettlement Scheme,8
2019-01-01,2019,1,South East,E07000065,Wealden,Vulnerable Persons Resettlement Scheme,6
2019-01-01,2019,1,South East,E07000217,Woking,Vulnerable Persons Resettlement Scheme,12
2019-01-01,2019,1,South East,E06000041,Wokingham,Vulnerable Persons Resettlement Scheme,5
2019-01-01,2019,1,South West,E06000028,Bournemouth,Vulnerable Children Resettlement Scheme,1
2019-01-01,2019,1,South West,E06000023,"Bristol, City of",Vulnerable Children Resettlement Scheme,16
2019-01-01,2019,1,South West,E06000023,"Bristol, City of",Vulnerable Persons Resettlement Scheme,7
2019-01-01,2019,1,South West,E07000078,Cheltenham,Vulnerable Persons Resettlement Scheme,10
2019-01-01,2019,1,South West,E07000041,Exeter,Vulnerable Children Resettlement Scheme,5
2019-01-01,2019,1,South West,E07000080,Forest of Dean,Vulnerable Persons Resettlement Scheme,4
2019-01-01,2019,1,South West,E07000081,Gloucester,Vulnerable Persons Resettlement Scheme,10
2019-01-01,2019,1,South West,E06000026,Plymouth,Vulnerable Children Resettlement Scheme,7
2019-01-01,2019,1,South West,E06000026,Plymouth,Vulnerable Persons Resettlement Scheme,15
2019-01-01,2019,1,South West,E07000082,Stroud,Vulnerable Persons Resettlement Scheme,7
2019-01-01,2019,1,South West,E06000054,Wiltshire,Vulnerable Persons Resettlement Scheme,15
2019-01-01,2019,1,Wales,W06000015,Cardiff,Vulnerable Persons Resettlement Scheme,19
2019-01-01,2019,1,Wales,W06000010,Carmarthenshire,Vulnerable Persons Resettlement Scheme,14
2019-01-01,2019,1,Wales,W06000008,Ceredigion,Vulnerable Persons Resettlement Scheme,10
2019-01-01,2019,1,Wales,W06000003,Conwy,Vulnerable Persons Resettlement Scheme,9
2019-01-01,2019,1,Wales,W06000004,Denbighshire,Vulnerable Persons Resettlement Scheme,5
2019-01-01,2019,1,Wales,W06000005,Flintshire,Vulnerable Persons Resettlement Scheme,5
2019-01-01,2019,1,Wales,W06000002,Gwynedd,Vulnerable Persons Resettlement Scheme,6
2019-01-01,2019,1,Wales,W06000021,Monmouthshire,Vulnerable Persons Resettlement Scheme,2
2019-01-01,2019,1,Wales,W06000022,Newport,Vulnerable Children Resettlement Scheme,15
2019-01-01,2019,1,Wales,W06000023,Powys,Vulnerable Persons Resettlement Scheme,15
2019-01-01,2019,1,Wales,W06000011,Swansea,Vulnerable Persons Resettlement Scheme,19
2019-01-01,2019,1,Wales,W06000006,Wrexham,Vulnerable Persons Resettlement Scheme,9
2019-01-01,2019,1,West Midlands,E08000025,Birmingham,Vulnerable Children Resettlement Scheme,1
2019-01-01,2019,1,West Midlands,E08000025,Birmingham,Vulnerable Persons Resettlement Scheme,35
2019-01-01,2019,1,West Midlands,E07000234,Bromsgrove,Vulnerable Persons Resettlement Scheme,8
2019-01-01,2019,1,West Midlands,E08000026,Coventry,Vulnerable Children Resettlement Scheme,20
2019-01-01,2019,1,West Midlands,E08000026,Coventry,Vulnerable Persons Resettlement Scheme,18
2019-01-01,2019,1,West Midlands,E08000027,Dudley,Vulnerable Persons Resettlement Scheme,10
2019-01-01,2019,1,West Midlands,E07000235,Malvern Hills,Vulnerable Persons Resettlement Scheme,2
2019-01-01,2019,1,West Midlands,E07000220,Rugby,Vulnerable Persons Resettlement Scheme,5
2019-01-01,2019,1,West Midlands,E06000051,Shropshire,Vulnerable Children Resettlement Scheme,5
2019-01-01,2019,1,West Midlands,E06000051,Shropshire,Vulnerable Persons Resettlement Scheme,4
2019-01-01,2019,1,West Midlands,E07000221,Stratford-on-Avon,Vulnerable Persons Resettlement Scheme,17
2019-01-01,2019,1,West Midlands,E06000020,Telford and Wrekin,Vulnerable Persons Resettlement Scheme,13
2019-01-01,2019,1,West Midlands,E08000031,Wolverhampton,Vulnerable Persons Resettlement Scheme,5
2019-01-01,2019,1,Yorkshire and The Humber,E08000032,Bradford,Vulnerable Children Resettlement Scheme,9
2019-01-01,2019,1,Yorkshire and The Humber,E08000032,Bradford,Vulnerable Persons Resettlement Scheme,10
2019-01-01,2019,1,Yorkshire and The Humber,E08000033,Calderdale,Vulnerable Persons Resettlement Scheme,3
2019-01-01,2019,1,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,Vulnerable Children Resettlement Scheme,5
2019-01-01,2019,1,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",Vulnerable Children Resettlement Scheme,4
2019-01-01,2019,1,Yorkshire and The Humber,E08000034,Kirklees,Vulnerable Persons Resettlement Scheme,2
2019-01-01,2019,1,Yorkshire and The Humber,E08000035,Leeds,Vulnerable Children Resettlement Scheme,10
2019-01-01,2019,1,Yorkshire and The Humber,E08000035,Leeds,Vulnerable Persons Resettlement Scheme,15
2019-01-01,2019,1,Yorkshire and The Humber,E06000013,North Lincolnshire,Vulnerable Children Resettlement Scheme,4
2019-01-01,2019,1,Yorkshire and The Humber,E08000019,Sheffield,Vulnerable Persons Resettlement Scheme,4
2019-01-01,2019,1,Yorkshire and The Humber,E08000036,Wakefield,Vulnerable Persons Resettlement Scheme,8
2019-01-01,2019,1,Yorkshire and The Humber,E06000014,York,Vulnerable Persons Resettlement Scheme,5
2019-04-01,2019,2,East Midlands,E07000130,Charnwood,Vulnerable Persons Resettlement Scheme,4
2019-04-01,2019,2,East Midlands,E07000034,Chesterfield,Vulnerable Children Resettlement Scheme,1
2019-04-01,2019,2,East Midlands,E06000015,Derby,Vulnerable Children Resettlement Scheme,1
2019-04-01,2019,2,East Midlands,E07000035,Derbyshire Dales,Vulnerable Persons Resettlement Scheme,5
2019-04-01,2019,2,East Midlands,E07000173,Gedling,Vulnerable Persons Resettlement Scheme,9
2019-04-01,2019,2,East Midlands,E07000037,High Peak,Vulnerable Persons Resettlement Scheme,5
2019-04-01,2019,2,East Midlands,E06000016,Leicester,Vulnerable Persons Resettlement Scheme,13
2019-04-01,2019,2,East Midlands,E07000134,North West Leicestershire,Vulnerable Children Resettlement Scheme,1
2019-04-01,2019,2,East Midlands,E06000018,Nottingham,Vulnerable Persons Resettlement Scheme,2
2019-04-01,2019,2,East Midlands,E07000176,Rushcliffe,Vulnerable Persons Resettlement Scheme,4
2019-04-01,2019,2,East Midlands,E06000017,Rutland,Vulnerable Children Resettlement Scheme,1
2019-04-01,2019,2,East Midlands,E07000140,South Holland,Vulnerable Persons Resettlement Scheme,5
2019-04-01,2019,2,East of England,E06000055,Bedford,Vulnerable Persons Resettlement Scheme,6
2019-04-01,2019,2,East of England,E07000067,Braintree,Vulnerable Persons Resettlement Scheme,4
2019-04-01,2019,2,East of England,E07000098,Hertsmere,Vulnerable Persons Resettlement Scheme,6
2019-04-01,2019,2,East of England,E07000099,North Hertfordshire,Vulnerable Persons Resettlement Scheme,10
2019-04-01,2019,2,East of England,E07000148,Norwich,Vulnerable Persons Resettlement Scheme,10
2019-04-01,2019,2,East of England,E07000077,Uttlesford,Vulnerable Persons Resettlement Scheme,9
2019-04-01,2019,2,London,E09000005,Brent,Vulnerable Persons Resettlement Scheme,5
2019-04-01,2019,2,London,E09000011,Greenwich,Vulnerable Persons Resettlement Scheme,6
2019-04-01,2019,2,London,E09000012,Hackney,Vulnerable Persons Resettlement Scheme,4
2019-04-01,2019,2,London,E09000021,Kingston upon Thames,Vulnerable Persons Resettlement Scheme,3
2019-04-01,2019,2,London,E09000022,Lambeth,Vulnerable Persons Resettlement Scheme,9
2019-04-01,2019,2,London,E09000023,Lewisham,Vulnerable Persons Resettlement Scheme,7
2019-04-01,2019,2,London,E09000026,Redbridge,Vulnerable Persons Resettlement Scheme,6
2019-04-01,2019,2,London,E09000027,Richmond upon Thames,Vulnerable Persons Resettlement Scheme,8
2019-04-01,2019,2,London,E09000029,Sutton,Vulnerable Persons Resettlement Scheme,5
2019-04-01,2019,2,London,E09000031,Waltham Forest,Vulnerable Persons Resettlement Scheme,3
2019-04-01,2019,2,London,E09000032,Wandsworth,Vulnerable Persons Resettlement Scheme,6
2019-04-01,2019,2,North East,E06000047,County Durham,Vulnerable Children Resettlement Scheme,19
2019-04-01,2019,2,North East,E06000047,County Durham,Vulnerable Persons Resettlement Scheme,18
2019-04-01,2019,2,North East,E08000037,Gateshead,Vulnerable Children Resettlement Scheme,25
2019-04-01,2019,2,North East,E08000037,Gateshead,Vulnerable Persons Resettlement Scheme,31
2019-04-01,2019,2,North East,E06000001,Hartlepool,Vulnerable Children Resettlement Scheme,11
2019-04-01,2019,2,North East,E06000001,Hartlepool,Vulnerable Persons Resettlement Scheme,8
2019-04-01,2019,2,North East,E08000021,Newcastle upon Tyne,Vulnerable Children Resettlement Scheme,11
2019-04-01,2019,2,North East,E08000021,Newcastle upon Tyne,Vulnerable Persons Resettlement Scheme,10
2019-04-01,2019,2,North East,E06000057,Northumberland,Vulnerable Children Resettlement Scheme,8
2019-04-01,2019,2,North East,E06000057,Northumberland,Vulnerable Persons Resettlement Scheme,19
2019-04-01,2019,2,North East,E06000003,Redcar and Cleveland,Vulnerable Children Resettlement Scheme,15
2019-04-01,2019,2,North East,E06000003,Redcar and Cleveland,Vulnerable Persons Resettlement Scheme,15
2019-04-01,2019,2,North West,E07000028,Carlisle,Vulnerable Persons Resettlement Scheme,10
2019-04-01,2019,2,North West,E06000049,Cheshire East,Vulnerable Children Resettlement Scheme,5
2019-04-01,2019,2,North West,E06000050,Cheshire West and Chester,Vulnerable Persons Resettlement Scheme,16
2019-04-01,2019,2,North West,E07000030,Eden,Vulnerable Persons Resettlement Scheme,10
2019-04-01,2019,2,North West,E08000012,Liverpool,Vulnerable Persons Resettlement Scheme,19
2019-04-01,2019,2,North West,E07000124,Ribble Valley,Vulnerable Persons Resettlement Scheme,5
2019-04-01,2019,2,North West,E08000014,Sefton,Vulnerable Persons Resettlement Scheme,8
2019-04-01,2019,2,North West,E07000127,West Lancashire,Vulnerable Persons Resettlement Scheme,5
2019-04-01,2019,2,Northern Ireland,N09000001,Antrim and Newtownabbey,Vulnerable Persons Resettlement Scheme,17
2019-04-01,2019,2,Northern Ireland,N09000003,Belfast,Vulnerable Persons Resettlement Scheme,28
2019-04-01,2019,2,Northern Ireland,N09000005,Derry City and Strabane,Vulnerable Persons Resettlement Scheme,10
2019-04-01,2019,2,Northern Ireland,N09000006,Fermanagh and Omagh,Vulnerable Persons Resettlement Scheme,59
